Country,Region,Year,Happiness Rank,Happiness Score,Factors,Value
Trinidad and Tobago,South America,2016,43,6.168,Economy (GDP per Capita),1.32572
Trinidad and Tobago,South America,2016,43,6.168,Family,0.98569
Trinidad and Tobago,South America,2016,43,6.168,Health (Life Expectancy),0.52608
Trinidad and Tobago,South America,2016,43,6.168,Freedom,0.48453
Trinidad and Tobago,South America,2016,43,6.168,Trust (Government Corruption),0.01241
Trinidad and Tobago,South America,2016,43,6.168,Generosity,0.31935
Venezuela,South America,2016,44,6.084,Economy (GDP per Capita),1.13367
Venezuela,South America,2016,44,6.084,Family,1.03302
Venezuela,South America,2016,44,6.084,Health (Life Expectancy),0.61904
Venezuela,South America,2016,44,6.084,Freedom,0.19847
Venezuela,South America,2016,44,6.084,Trust (Government Corruption),0.08304
Venezuela,South America,2016,44,6.084,Generosity,0.0425
Slovakia,Europe,2016,45,6.078,Economy (GDP per Capita),1.27973
Slovakia,Europe,2016,45,6.078,Family,1.08268
Slovakia,Europe,2016,45,6.078,Health (Life Expectancy),0.70367
Slovakia,Europe,2016,45,6.078,Freedom,0.23391
Slovakia,Europe,2016,45,6.078,Trust (Government Corruption),0.02947
Slovakia,Europe,2016,45,6.078,Generosity,0.13837
El Salvador,North America,2016,46,6.068,Economy (GDP per Capita),0.8737
El Salvador,North America,2016,46,6.068,Family,0.80975
El Salvador,North America,2016,46,6.068,Health (Life Expectancy),0.596
El Salvador,North America,2016,46,6.068,Freedom,0.37269
El Salvador,North America,2016,46,6.068,Trust (Government Corruption),0.10613
El Salvador,North America,2016,46,6.068,Generosity,0.08877
Malaysia,Asia,2016,47,6.005,Economy (GDP per Capita),1.25142
Malaysia,Asia,2016,47,6.005,Family,0.88025
Malaysia,Asia,2016,47,6.005,Health (Life Expectancy),0.62366
Malaysia,Asia,2016,47,6.005,Freedom,0.39031
Malaysia,Asia,2016,47,6.005,Trust (Government Corruption),0.09081
Malaysia,Asia,2016,47,6.005,Generosity,0.41474
Nicaragua,North America,2016,48,5.992,Economy (GDP per Capita),0.69384
Nicaragua,North America,2016,48,5.992,Family,0.89521
Nicaragua,North America,2016,48,5.992,Health (Life Expectancy),0.65213
Nicaragua,North America,2016,48,5.992,Freedom,0.46582
Nicaragua,North America,2016,48,5.992,Trust (Government Corruption),0.16292
Nicaragua,North America,2016,48,5.992,Generosity,0.29773
Uzbekistan,Asia,2016,49,5.987,Economy (GDP per Capita),0.73591
Uzbekistan,Asia,2016,49,5.987,Family,1.1681
Uzbekistan,Asia,2016,49,5.987,Health (Life Expectancy),0.50163
Uzbekistan,Asia,2016,49,5.987,Freedom,0.60848
Uzbekistan,Asia,2016,49,5.987,Trust (Government Corruption),0.28333
Uzbekistan,Asia,2016,49,5.987,Generosity,0.34326
Italy,Europe,2016,50,5.977,Economy (GDP per Capita),1.35495
Italy,Europe,2016,50,5.977,Family,1.04167
Italy,Europe,2016,50,5.977,Health (Life Expectancy),0.85102
Italy,Europe,2016,50,5.977,Freedom,0.18827
Italy,Europe,2016,50,5.977,Trust (Government Corruption),0.02556
Italy,Europe,2016,50,5.977,Generosity,0.16684
Ecuador,South America,2016,51,5.976,Economy (GDP per Capita),0.97306
Ecuador,South America,2016,51,5.976,Family,0.85974
Ecuador,South America,2016,51,5.976,Health (Life Expectancy),0.68613
Ecuador,South America,2016,51,5.976,Freedom,0.4027
Ecuador,South America,2016,51,5.976,Trust (Government Corruption),0.18037
Ecuador,South America,2016,51,5.976,Generosity,0.10074
Belize,North America,2016,52,5.956,Economy (GDP per Capita),0.87616
Belize,North America,2016,52,5.956,Family,0.68655
Belize,North America,2016,52,5.956,Health (Life Expectancy),0.45569
Belize,North America,2016,52,5.956,Freedom,0.51231
Belize,North America,2016,52,5.956,Trust (Government Corruption),0.10771
Belize,North America,2016,52,5.956,Generosity,0.23684
Japan,Asia,2016,53,5.921,Economy (GDP per Capita),1.38007
Japan,Asia,2016,53,5.921,Family,1.06054
Japan,Asia,2016,53,5.921,Health (Life Expectancy),0.91491
Japan,Asia,2016,53,5.921,Freedom,0.46761
Japan,Asia,2016,53,5.921,Trust (Government Corruption),0.18985
Japan,Asia,2016,53,5.921,Generosity,0.10224
Kazakhstan,Asia,2016,54,5.919,Economy (GDP per Capita),1.22943
Kazakhstan,Asia,2016,54,5.919,Family,0.95544
Kazakhstan,Asia,2016,54,5.919,Health (Life Expectancy),0.57386
Kazakhstan,Asia,2016,54,5.919,Freedom,0.4052
Kazakhstan,Asia,2016,54,5.919,Trust (Government Corruption),0.11132
Kazakhstan,Asia,2016,54,5.919,Generosity,0.15011
Moldova,Europe,2016,55,5.897,Economy (GDP per Capita),0.69177
Moldova,Europe,2016,55,5.897,Family,0.83132
Moldova,Europe,2016,55,5.897,Health (Life Expectancy),0.52309
Moldova,Europe,2016,55,5.897,Freedom,0.25202
Moldova,Europe,2016,55,5.897,Trust (Government Corruption),0.01903
Moldova,Europe,2016,55,5.897,Generosity,0.19997
Russia,Asia,2016,56,5.856,Economy (GDP per Capita),1.23228
Russia,Asia,2016,56,5.856,Family,1.05261
Russia,Asia,2016,56,5.856,Health (Life Expectancy),0.58991
Russia,Asia,2016,56,5.856,Freedom,0.32682
Russia,Asia,2016,56,5.856,Trust (Government Corruption),0.03586
Russia,Asia,2016,56,5.856,Generosity,0.02736
Poland,Europe,2016,57,5.835,Economy (GDP per Capita),1.24585
Poland,Europe,2016,57,5.835,Family,1.04685
Poland,Europe,2016,57,5.835,Health (Life Expectancy),0.69058
Poland,Europe,2016,57,5.835,Freedom,0.4519
Poland,Europe,2016,57,5.835,Trust (Government Corruption),0.055
Poland,Europe,2016,57,5.835,Generosity,0.14443
South Korea,Asia,2016,57,5.835,Economy (GDP per Capita),1.35948
South Korea,Asia,2016,57,5.835,Family,0.72194
South Korea,Asia,2016,57,5.835,Health (Life Expectancy),0.88645
South Korea,Asia,2016,57,5.835,Freedom,0.25168
South Korea,Asia,2016,57,5.835,Trust (Government Corruption),0.07716
South Korea,Asia,2016,57,5.835,Generosity,0.18824
Bolivia,South America,2016,59,5.822,Economy (GDP per Capita),0.79422
Bolivia,South America,2016,59,5.822,Family,0.83779
Bolivia,South America,2016,59,5.822,Health (Life Expectancy),0.4697
Bolivia,South America,2016,59,5.822,Freedom,0.50961
Bolivia,South America,2016,59,5.822,Trust (Government Corruption),0.07746
Bolivia,South America,2016,59,5.822,Generosity,0.21698
Lithuania,Europe,2016,60,5.813,Economy (GDP per Capita),1.2692
Lithuania,Europe,2016,60,5.813,Family,1.06411
Lithuania,Europe,2016,60,5.813,Health (Life Expectancy),0.64674
Lithuania,Europe,2016,60,5.813,Freedom,0.18929
Lithuania,Europe,2016,60,5.813,Trust (Government Corruption),0.0182
Lithuania,Europe,2016,60,5.813,Generosity,0.02025
Belarus,Europe,2016,61,5.802,Economy (GDP per Capita),1.13062
Belarus,Europe,2016,61,5.802,Family,1.04993
Belarus,Europe,2016,61,5.802,Health (Life Expectancy),0.63104
Belarus,Europe,2016,61,5.802,Freedom,0.29091
Belarus,Europe,2016,61,5.802,Trust (Government Corruption),0.17457
Belarus,Europe,2016,61,5.802,Generosity,0.13942
North Cyprus,Asia,2016,62,5.771,Economy (GDP per Capita),1.31141
North Cyprus,Asia,2016,62,5.771,Family,0.81826
North Cyprus,Asia,2016,62,5.771,Health (Life Expectancy),0.84142
North Cyprus,Asia,2016,62,5.771,Freedom,0.43596
North Cyprus,Asia,2016,62,5.771,Trust (Government Corruption),0.16578
North Cyprus,Asia,2016,62,5.771,Generosity,0.26322
Slovenia,Europe,2016,63,5.768,Economy (GDP per Capita),1.29947
Slovenia,Europe,2016,63,5.768,Family,1.05613
Slovenia,Europe,2016,63,5.768,Health (Life Expectancy),0.79151
Slovenia,Europe,2016,63,5.768,Freedom,0.53164
Slovenia,Europe,2016,63,5.768,Trust (Government Corruption),0.03635
Slovenia,Europe,2016,63,5.768,Generosity,0.25738
Peru,South America,2016,64,5.743,Economy (GDP per Capita),0.99602
Peru,South America,2016,64,5.743,Family,0.81255
Peru,South America,2016,64,5.743,Health (Life Expectancy),0.62994
Peru,South America,2016,64,5.743,Freedom,0.37502
Peru,South America,2016,64,5.743,Trust (Government Corruption),0.05292
Peru,South America,2016,64,5.743,Generosity,0.14527
Turkmenistan,Asia,2016,65,5.658,Economy (GDP per Capita),1.08017
Turkmenistan,Asia,2016,65,5.658,Family,1.03817
Turkmenistan,Asia,2016,65,5.658,Health (Life Expectancy),0.44006
Turkmenistan,Asia,2016,65,5.658,Freedom,0.37408
Turkmenistan,Asia,2016,65,5.658,Trust (Government Corruption),0.28467
Turkmenistan,Asia,2016,65,5.658,Generosity,0.22567
Mauritius,Africa,2016,66,5.648,Economy (GDP per Capita),1.14372
Mauritius,Africa,2016,66,5.648,Family,0.75695
Mauritius,Africa,2016,66,5.648,Health (Life Expectancy),0.66189
Mauritius,Africa,2016,66,5.648,Freedom,0.46145
Mauritius,Africa,2016,66,5.648,Trust (Government Corruption),0.05203
Mauritius,Africa,2016,66,5.648,Generosity,0.36951
Libya,Africa,2016,67,5.615,Economy (GDP per Capita),1.06688
Libya,Africa,2016,67,5.615,Family,0.95076
Libya,Africa,2016,67,5.615,Health (Life Expectancy),0.52304
Libya,Africa,2016,67,5.615,Freedom,0.40672
Libya,Africa,2016,67,5.615,Trust (Government Corruption),0.10339
Libya,Africa,2016,67,5.615,Generosity,0.17087
Latvia,Europe,2016,68,5.56,Economy (GDP per Capita),1.21788
Latvia,Europe,2016,68,5.56,Family,0.95025
Latvia,Europe,2016,68,5.56,Health (Life Expectancy),0.63952
Latvia,Europe,2016,68,5.56,Freedom,0.27996
Latvia,Europe,2016,68,5.56,Trust (Government Corruption),0.0889
Latvia,Europe,2016,68,5.56,Generosity,0.17445
Cyprus,Asia,2016,69,5.546,Economy (GDP per Capita),1.31857
Cyprus,Asia,2016,69,5.546,Family,0.70697
Cyprus,Asia,2016,69,5.546,Health (Life Expectancy),0.8488
Cyprus,Asia,2016,69,5.546,Freedom,0.29507
Cyprus,Asia,2016,69,5.546,Trust (Government Corruption),0.05228
Cyprus,Asia,2016,69,5.546,Generosity,0.27906
Paraguay,South America,2016,70,5.538,Economy (GDP per Capita),0.89373
Paraguay,South America,2016,70,5.538,Family,1.11111
Paraguay,South America,2016,70,5.538,Health (Life Expectancy),0.58295
Paraguay,South America,2016,70,5.538,Freedom,0.46235
Paraguay,South America,2016,70,5.538,Trust (Government Corruption),0.07396
Paraguay,South America,2016,70,5.538,Generosity,0.25296
Romania,Europe,2016,71,5.528,Economy (GDP per Capita),1.1697
Romania,Europe,2016,71,5.528,Family,0.72803
Romania,Europe,2016,71,5.528,Health (Life Expectancy),0.67602
Romania,Europe,2016,71,5.528,Freedom,0.36712
Romania,Europe,2016,71,5.528,Trust (Government Corruption),0.00679
Romania,Europe,2016,71,5.528,Generosity,0.12889
Estonia,Europe,2016,72,5.517,Economy (GDP per Capita),1.27964
Estonia,Europe,2016,72,5.517,Family,1.05163
Estonia,Europe,2016,72,5.517,Health (Life Expectancy),0.68098
Estonia,Europe,2016,72,5.517,Freedom,0.41511
Estonia,Europe,2016,72,5.517,Trust (Government Corruption),0.18519
Estonia,Europe,2016,72,5.517,Generosity,0.08423
Jamaica,North America,2016,73,5.51,Economy (GDP per Capita),0.89333
Jamaica,North America,2016,73,5.51,Family,0.96372
Jamaica,North America,2016,73,5.51,Health (Life Expectancy),0.59469
Jamaica,North America,2016,73,5.51,Freedom,0.43597
Jamaica,North America,2016,73,5.51,Trust (Government Corruption),0.04294
Jamaica,North America,2016,73,5.51,Generosity,0.22245
Croatia,Europe,2016,74,5.488,Economy (GDP per Capita),1.18649
Croatia,Europe,2016,74,5.488,Family,0.60809
Croatia,Europe,2016,74,5.488,Health (Life Expectancy),0.70524
Croatia,Europe,2016,74,5.488,Freedom,0.23907
Croatia,Europe,2016,74,5.488,Trust (Government Corruption),0.04002
Croatia,Europe,2016,74,5.488,Generosity,0.18434
Hong Kong,Asia,2016,75,5.458,Economy (GDP per Capita),1.5107
Hong Kong,Asia,2016,75,5.458,Family,0.87021
Hong Kong,Asia,2016,75,5.458,Health (Life Expectancy),0.95277
Hong Kong,Asia,2016,75,5.458,Freedom,0.48079
Hong Kong,Asia,2016,75,5.458,Trust (Government Corruption),0.31647
Hong Kong,Asia,2016,75,5.458,Generosity,0.40097
Somalia,Africa,2016,76,5.44,Economy (GDP per Capita),0
Somalia,Africa,2016,76,5.44,Family,0.33613
Somalia,Africa,2016,76,5.44,Health (Life Expectancy),0.11466
Somalia,Africa,2016,76,5.44,Freedom,0.56778
Somalia,Africa,2016,76,5.44,Trust (Government Corruption),0.3118
Somalia,Africa,2016,76,5.44,Generosity,0.27225
Kosovo,Europe,2016,77,5.401,Economy (GDP per Capita),0.90145
Kosovo,Europe,2016,77,5.401,Family,0.66062
Kosovo,Europe,2016,77,5.401,Health (Life Expectancy),0.54
Kosovo,Europe,2016,77,5.401,Freedom,0.14396
Kosovo,Europe,2016,77,5.401,Trust (Government Corruption),0.06547
Kosovo,Europe,2016,77,5.401,Generosity,0.27992
Turkey,Europe,2016,78,5.389,Economy (GDP per Capita),1.16492
Turkey,Europe,2016,78,5.389,Family,0.87717
Turkey,Europe,2016,78,5.389,Health (Life Expectancy),0.64718
Turkey,Europe,2016,78,5.389,Freedom,0.23889
Turkey,Europe,2016,78,5.389,Trust (Government Corruption),0.12348
Turkey,Europe,2016,78,5.389,Generosity,0.04707
Indonesia,Asia,2016,79,5.314,Economy (GDP per Capita),0.95104
Indonesia,Asia,2016,79,5.314,Family,0.87625
Indonesia,Asia,2016,79,5.314,Health (Life Expectancy),0.49374
Indonesia,Asia,2016,79,5.314,Freedom,0.39237
Indonesia,Asia,2016,79,5.314,Trust (Government Corruption),0.00322
Indonesia,Asia,2016,79,5.314,Generosity,0.56521
Jordan,Asia,2016,80,5.303,Economy (GDP per Capita),0.99673
Jordan,Asia,2016,80,5.303,Family,0.86216
Jordan,Asia,2016,80,5.303,Health (Life Expectancy),0.60712
Jordan,Asia,2016,80,5.303,Freedom,0.36023
Jordan,Asia,2016,80,5.303,Trust (Government Corruption),0.13297
Jordan,Asia,2016,80,5.303,Generosity,0.14262
Azerbaijan,Asia,2016,81,5.291,Economy (GDP per Capita),1.12373
Azerbaijan,Asia,2016,81,5.291,Family,0.76042
Azerbaijan,Asia,2016,81,5.291,Health (Life Expectancy),0.54504
Azerbaijan,Asia,2016,81,5.291,Freedom,0.35327
Azerbaijan,Asia,2016,81,5.291,Trust (Government Corruption),0.17914
Azerbaijan,Asia,2016,81,5.291,Generosity,0.0564
Philippines,Asia,2016,82,5.279,Economy (GDP per Capita),0.81217
Philippines,Asia,2016,82,5.279,Family,0.87877
Philippines,Asia,2016,82,5.279,Health (Life Expectancy),0.47036
Philippines,Asia,2016,82,5.279,Freedom,0.54854
Philippines,Asia,2016,82,5.279,Trust (Government Corruption),0.11757
Philippines,Asia,2016,82,5.279,Generosity,0.21674
China,Asia,2016,83,5.245,Economy (GDP per Capita),1.0278
China,Asia,2016,83,5.245,Family,0.79381
China,Asia,2016,83,5.245,Health (Life Expectancy),0.73561
China,Asia,2016,83,5.245,Freedom,0.44012
China,Asia,2016,83,5.245,Trust (Government Corruption),0.02745
China,Asia,2016,83,5.245,Generosity,0.04959
Bhutan,Asia,2016,84,5.196,Economy (GDP per Capita),0.8527
Bhutan,Asia,2016,84,5.196,Family,0.90836
Bhutan,Asia,2016,84,5.196,Health (Life Expectancy),0.49759
Bhutan,Asia,2016,84,5.196,Freedom,0.46074
Bhutan,Asia,2016,84,5.196,Trust (Government Corruption),0.1616
Bhutan,Asia,2016,84,5.196,Generosity,0.48546
Kyrgyzstan,Asia,2016,85,5.185,Economy (GDP per Capita),0.56044
Kyrgyzstan,Asia,2016,85,5.185,Family,0.95434
Kyrgyzstan,Asia,2016,85,5.185,Health (Life Expectancy),0.55449
Kyrgyzstan,Asia,2016,85,5.185,Freedom,0.40212
Kyrgyzstan,Asia,2016,85,5.185,Trust (Government Corruption),0.04762
Kyrgyzstan,Asia,2016,85,5.185,Generosity,0.38432
Serbia,Europe,2016,86,5.177,Economy (GDP per Capita),1.03437
Serbia,Europe,2016,86,5.177,Family,0.81329
Serbia,Europe,2016,86,5.177,Health (Life Expectancy),0.6458
Serbia,Europe,2016,86,5.177,Freedom,0.15718
Serbia,Europe,2016,86,5.177,Trust (Government Corruption),0.04339
Serbia,Europe,2016,86,5.177,Generosity,0.20737
Bosnia and Herzegovina,Europe,2016,87,5.163,Economy (GDP per Capita),0.93383
Bosnia and Herzegovina,Europe,2016,87,5.163,Family,0.64367
Bosnia and Herzegovina,Europe,2016,87,5.163,Health (Life Expectancy),0.70766
Bosnia and Herzegovina,Europe,2016,87,5.163,Freedom,0.09511
Bosnia and Herzegovina,Europe,2016,87,5.163,Trust (Government Corruption),0
Bosnia and Herzegovina,Europe,2016,87,5.163,Generosity,0.29889
Montenegro,Europe,2016,88,5.161,Economy (GDP per Capita),1.07838
Montenegro,Europe,2016,88,5.161,Family,0.74173
Montenegro,Europe,2016,88,5.161,Health (Life Expectancy),0.63533
Montenegro,Europe,2016,88,5.161,Freedom,0.15111
Montenegro,Europe,2016,88,5.161,Trust (Government Corruption),0.12721
Montenegro,Europe,2016,88,5.161,Generosity,0.17191
Dominican Republic,North America,2016,89,5.155,Economy (GDP per Capita),1.02787
Dominican Republic,North America,2016,89,5.155,Family,0.99496
Dominican Republic,North America,2016,89,5.155,Health (Life Expectancy),0.57669
Dominican Republic,North America,2016,89,5.155,Freedom,0.52259
Dominican Republic,North America,2016,89,5.155,Trust (Government Corruption),0.12372
Dominican Republic,North America,2016,89,5.155,Generosity,0.21286
Morocco,Africa,2016,90,5.151,Economy (GDP per Capita),0.84058
Morocco,Africa,2016,90,5.151,Family,0.38595
Morocco,Africa,2016,90,5.151,Health (Life Expectancy),0.59471
Morocco,Africa,2016,90,5.151,Freedom,0.25646
Morocco,Africa,2016,90,5.151,Trust (Government Corruption),0.08404
Morocco,Africa,2016,90,5.151,Generosity,0.04053
Hungary,Europe,2016,91,5.145,Economy (GDP per Capita),1.24142
Hungary,Europe,2016,91,5.145,Family,0.93164
Hungary,Europe,2016,91,5.145,Health (Life Expectancy),0.67608
Hungary,Europe,2016,91,5.145,Freedom,0.1977
Hungary,Europe,2016,91,5.145,Trust (Government Corruption),0.04472
Hungary,Europe,2016,91,5.145,Generosity,0.099
Pakistan,Asia,2016,92,5.132,Economy (GDP per Capita),0.68816
Pakistan,Asia,2016,92,5.132,Family,0.26135
Pakistan,Asia,2016,92,5.132,Health (Life Expectancy),0.40306
Pakistan,Asia,2016,92,5.132,Freedom,0.14622
Pakistan,Asia,2016,92,5.132,Trust (Government Corruption),0.1388
Pakistan,Asia,2016,92,5.132,Generosity,0.31185
Lebanon,Asia,2016,93,5.129,Economy (GDP per Capita),1.12268
Lebanon,Asia,2016,93,5.129,Family,0.64184
Lebanon,Asia,2016,93,5.129,Health (Life Expectancy),0.76171
Lebanon,Asia,2016,93,5.129,Freedom,0.26228
Lebanon,Asia,2016,93,5.129,Trust (Government Corruption),0.03061
Lebanon,Asia,2016,93,5.129,Generosity,0.23693
Portugal,Europe,2016,94,5.123,Economy (GDP per Capita),1.27607
Portugal,Europe,2016,94,5.123,Family,0.94367
Portugal,Europe,2016,94,5.123,Health (Life Expectancy),0.79363
Portugal,Europe,2016,94,5.123,Freedom,0.44727
Portugal,Europe,2016,94,5.123,Trust (Government Corruption),0.01521
Portugal,Europe,2016,94,5.123,Generosity,0.11691
Macedonia,Europe,2016,95,5.121,Economy (GDP per Capita),1.0193
Macedonia,Europe,2016,95,5.121,Family,0.78236
Macedonia,Europe,2016,95,5.121,Health (Life Expectancy),0.64738
Macedonia,Europe,2016,95,5.121,Freedom,0.27668
Macedonia,Europe,2016,95,5.121,Trust (Government Corruption),0.07047
Macedonia,Europe,2016,95,5.121,Generosity,0.23507
Vietnam,Asia,2016,96,5.061,Economy (GDP per Capita),0.74037
Vietnam,Asia,2016,96,5.061,Family,0.79117
Vietnam,Asia,2016,96,5.061,Health (Life Expectancy),0.66157
Vietnam,Asia,2016,96,5.061,Freedom,0.55954
Vietnam,Asia,2016,96,5.061,Trust (Government Corruption),0.11556
Vietnam,Asia,2016,96,5.061,Generosity,0.25075
Somaliland Region,Africa,2016,97,5.057,Economy (GDP per Capita),0.25558
Somaliland Region,Africa,2016,97,5.057,Family,0.75862
Somaliland Region,Africa,2016,97,5.057,Health (Life Expectancy),0.33108
Somaliland Region,Africa,2016,97,5.057,Freedom,0.3913
Somaliland Region,Africa,2016,97,5.057,Trust (Government Corruption),0.36794
Somaliland Region,Africa,2016,97,5.057,Generosity,0.51479
Tunisia,Africa,2016,98,5.045,Economy (GDP per Capita),0.97724
Tunisia,Africa,2016,98,5.045,Family,0.43165
Tunisia,Africa,2016,98,5.045,Health (Life Expectancy),0.59577
Tunisia,Africa,2016,98,5.045,Freedom,0.23553
Tunisia,Africa,2016,98,5.045,Trust (Government Corruption),0.0817
Tunisia,Africa,2016,98,5.045,Generosity,0.03936
Greece,Europe,2016,99,5.033,Economy (GDP per Capita),1.24886
Greece,Europe,2016,99,5.033,Family,0.75473
Greece,Europe,2016,99,5.033,Health (Life Expectancy),0.80029
Greece,Europe,2016,99,5.033,Freedom,0.05822
Greece,Europe,2016,99,5.033,Trust (Government Corruption),0.04127
Greece,Europe,2016,99,5.033,Generosity,0
Tajikistan,Asia,2016,100,4.996,Economy (GDP per Capita),0.48835
Tajikistan,Asia,2016,100,4.996,Family,0.75602
Tajikistan,Asia,2016,100,4.996,Health (Life Expectancy),0.53119
Tajikistan,Asia,2016,100,4.996,Freedom,0.43408
Tajikistan,Asia,2016,100,4.996,Trust (Government Corruption),0.13509
Tajikistan,Asia,2016,100,4.996,Generosity,0.25998
Mongolia,Asia,2016,101,4.907,Economy (GDP per Capita),0.98853
Mongolia,Asia,2016,101,4.907,Family,1.08983
Mongolia,Asia,2016,101,4.907,Health (Life Expectancy),0.55469
Mongolia,Asia,2016,101,4.907,Freedom,0.35972
Mongolia,Asia,2016,101,4.907,Trust (Government Corruption),0.03285
Mongolia,Asia,2016,101,4.907,Generosity,0.34539
Laos,Asia,2016,102,4.876,Economy (GDP per Capita),0.68042
Laos,Asia,2016,102,4.876,Family,0.5497
Laos,Asia,2016,102,4.876,Health (Life Expectancy),0.38291
Laos,Asia,2016,102,4.876,Freedom,0.52168
Laos,Asia,2016,102,4.876,Trust (Government Corruption),0.22423
Laos,Asia,2016,102,4.876,Generosity,0.43079
Nigeria,Africa,2016,103,4.875,Economy (GDP per Capita),0.75216
Nigeria,Africa,2016,103,4.875,Family,0.64498
Nigeria,Africa,2016,103,4.875,Health (Life Expectancy),0.05108
Nigeria,Africa,2016,103,4.875,Freedom,0.27854
Nigeria,Africa,2016,103,4.875,Trust (Government Corruption),0.0305
Nigeria,Africa,2016,103,4.875,Generosity,0.23219
Honduras,North America,2016,104,4.871,Economy (GDP per Capita),0.69429
Honduras,North America,2016,104,4.871,Family,0.75596
Honduras,North America,2016,104,4.871,Health (Life Expectancy),0.58383
Honduras,North America,2016,104,4.871,Freedom,0.26755
Honduras,North America,2016,104,4.871,Trust (Government Corruption),0.06906
Honduras,North America,2016,104,4.871,Generosity,0.2044
Iran,Asia,2016,105,4.813,Economy (GDP per Capita),1.11758
Iran,Asia,2016,105,4.813,Family,0.38857
Iran,Asia,2016,105,4.813,Health (Life Expectancy),0.64232
Iran,Asia,2016,105,4.813,Freedom,0.22544
Iran,Asia,2016,105,4.813,Trust (Government Corruption),0.0557
Iran,Asia,2016,105,4.813,Generosity,0.38538
Zambia,Africa,2016,106,4.795,Economy (GDP per Capita),0.61202
Zambia,Africa,2016,106,4.795,Family,0.6376
Zambia,Africa,2016,106,4.795,Health (Life Expectancy),0.23573
Zambia,Africa,2016,106,4.795,Freedom,0.42662
Zambia,Africa,2016,106,4.795,Trust (Government Corruption),0.11479
Zambia,Africa,2016,106,4.795,Generosity,0.17866
Nepal,Asia,2016,107,4.793,Economy (GDP per Capita),0.44626
Nepal,Asia,2016,107,4.793,Family,0.69699
Nepal,Asia,2016,107,4.793,Health (Life Expectancy),0.50073
Nepal,Asia,2016,107,4.793,Freedom,0.37012
Nepal,Asia,2016,107,4.793,Trust (Government Corruption),0.07008
Nepal,Asia,2016,107,4.793,Generosity,0.3816
Palestinian Territories,Asia,2016,108,4.754,Economy (GDP per Capita),0.67024
Palestinian Territories,Asia,2016,108,4.754,Family,0.71629
Palestinian Territories,Asia,2016,108,4.754,Health (Life Expectancy),0.56844
Palestinian Territories,Asia,2016,108,4.754,Freedom,0.17744
Palestinian Territories,Asia,2016,108,4.754,Trust (Government Corruption),0.10613
Palestinian Territories,Asia,2016,108,4.754,Generosity,0.11154
Albania,Europe,2016,109,4.655,Economy (GDP per Capita),0.9553
Albania,Europe,2016,109,4.655,Family,0.50163
Albania,Europe,2016,109,4.655,Health (Life Expectancy),0.73007
Albania,Europe,2016,109,4.655,Freedom,0.31866
Albania,Europe,2016,109,4.655,Trust (Government Corruption),0.05301
Albania,Europe,2016,109,4.655,Generosity,0.1684
Bangladesh,Asia,2016,110,4.643,Economy (GDP per Capita),0.54177
Bangladesh,Asia,2016,110,4.643,Family,0.24749
Bangladesh,Asia,2016,110,4.643,Health (Life Expectancy),0.52989
Bangladesh,Asia,2016,110,4.643,Freedom,0.39778
Bangladesh,Asia,2016,110,4.643,Trust (Government Corruption),0.12583
Bangladesh,Asia,2016,110,4.643,Generosity,0.19132
Sierra Leone,Africa,2016,111,4.635,Economy (GDP per Capita),0.36485
Sierra Leone,Africa,2016,111,4.635,Family,0.628
Sierra Leone,Africa,2016,111,4.635,Health (Life Expectancy),0
Sierra Leone,Africa,2016,111,4.635,Freedom,0.30685
Sierra Leone,Africa,2016,111,4.635,Trust (Government Corruption),0.08196
Sierra Leone,Africa,2016,111,4.635,Generosity,0.23897
Iraq,Asia,2016,112,4.575,Economy (GDP per Capita),1.07474
Iraq,Asia,2016,112,4.575,Family,0.59205
Iraq,Asia,2016,112,4.575,Health (Life Expectancy),0.51076
Iraq,Asia,2016,112,4.575,Freedom,0.24856
Iraq,Asia,2016,112,4.575,Trust (Government Corruption),0.13636
Iraq,Asia,2016,112,4.575,Generosity,0.19589
Namibia,Africa,2016,113,4.574,Economy (GDP per Capita),0.93287
Namibia,Africa,2016,113,4.574,Family,0.70362
Namibia,Africa,2016,113,4.574,Health (Life Expectancy),0.34745
Namibia,Africa,2016,113,4.574,Freedom,0.48614
Namibia,Africa,2016,113,4.574,Trust (Government Corruption),0.10398
Namibia,Africa,2016,113,4.574,Generosity,0.07795
Cameroon,Africa,2016,114,4.513,Economy (GDP per Capita),0.52497
Cameroon,Africa,2016,114,4.513,Family,0.62542
Cameroon,Africa,2016,114,4.513,Health (Life Expectancy),0.12698
Cameroon,Africa,2016,114,4.513,Freedom,0.42736
Cameroon,Africa,2016,114,4.513,Trust (Government Corruption),0.06126
Cameroon,Africa,2016,114,4.513,Generosity,0.2268
Ethiopia,Africa,2016,115,4.508,Economy (GDP per Capita),0.29283
Ethiopia,Africa,2016,115,4.508,Family,0.37932
Ethiopia,Africa,2016,115,4.508,Health (Life Expectancy),0.34578
Ethiopia,Africa,2016,115,4.508,Freedom,0.36703
Ethiopia,Africa,2016,115,4.508,Trust (Government Corruption),0.1717
Ethiopia,Africa,2016,115,4.508,Generosity,0.29522
South Africa,Africa,2016,116,4.459,Economy (GDP per Capita),1.02416
South Africa,Africa,2016,116,4.459,Family,0.96053
South Africa,Africa,2016,116,4.459,Health (Life Expectancy),0.18611
South Africa,Africa,2016,116,4.459,Freedom,0.42483
South Africa,Africa,2016,116,4.459,Trust (Government Corruption),0.08415
